"","type","time","moi_type","moi_res","moi_wt","init_wt","init_mut","c_pop","v_prog","p2pfu","wt_rep_abil","time_to_pocap","bg_mut_rate","uninf_cells","surv_pfu","tot_pfu","pop_prop","imm_delay","imm_m","imm_sd","id","seed","treatment"
"11","resistant",1.66666666666667,0.0999184549704821,0.0999184549704821,202.890116882144,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,1009,"2049841","0.000492233300046199",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"12","susceptible",1.66666666666667,202.890116882144,0.0999184549704821,202.890116882144,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,2048832,"2049841","0.999507766699954",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"13","resistant",2,0.119624869776355,0.119624869776355,203.02291237086,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,1208,"2051381","0.00058887159430647",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"14","susceptible",2,203.02291237086,0.119624869776355,203.02291237086,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,2050173,"2051381","0.999411128405694",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"15","resistant",2.33333333333333,0.142500155304781,0.142500155304781,202.720186189647,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,1439,"2048555","0.000702446358530769",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"16","susceptible",2.33333333333333,202.720186189647,0.142500155304781,202.720186189647,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,2047116,"2048555","0.999297553641469",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"17","resistant",2.66666666666667,0.170524855757354,0.170524855757354,202.738407196301,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,1722,"2049022","0.000840400932737667",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"18","susceptible",2.66666666666667,202.738407196301,0.170524855757354,202.738407196301,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,2047300,"2049022","0.999159599067262",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"19","resistant",3,0.00712995912574302,0.00712995912574302,9.50770146696824,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,72,"96083","0.000749352122643964",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"20","susceptible",3,9.50770146696824,0.00712995912574302,9.50770146696824,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,96011,"96083","0.999250647877356",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"21","resistant",3.33333333333333,0.0094075849575776,0.0094075849575776,8.41523328536828,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,1,95,"85074","0.00111667489479747",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"22","susceptible",3.33333333333333,8.41523328536828,0.0094075849575776,8.41523328536828,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,1,84979,"85074","0.998883325105203",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"23","resistant",3.66666666666667,0.0156462991926027,0.0156462991926027,7.1975947102275,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,1,158,"72841","0.00216910805727544",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"24","susceptible",3.66666666666667,7.1975947102275,0.0156462991926027,7.1975947102275,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,1,72683,"72841","0.997830891942725",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"25","resistant",4,0.028123727662653,0.028123727662653,6.1249319706435,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,6,284,"62135","0.00457069284622194",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"26","susceptible",4,6.1249319706435,0.028123727662653,6.1249319706435,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,6,61851,"62135","0.995429307153778",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"27","resistant",4.33333333333333,0.0456515438467713,0.0456515438467713,5.24685769886623,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,23,461,"53445","0.00862568996164281",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"28","susceptible",4.33333333333333,5.24685769886623,0.0456515438467713,5.24685769886623,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,23,52984,"53445","0.991374310038357",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"29","resistant",4.66666666666667,0.123288876549306,0.123288876549306,4.50761957562079,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,59,1245,"46764","0.0266230433666923",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"30","susceptible",4.66666666666667,4.50761957562079,0.123288876549306,4.50761957562079,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,59,45519,"46764","0.973376956633308",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"31","resistant",5,0.381551840437332,0.381551840437332,4.02872398767505,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,92,3853,"44536","0.0865142805820011",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"32","susceptible",5,4.02872398767505,0.381551840437332,4.02872398767505,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,92,40683,"44536","0.913485719417999",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"33","resistant",5.33333333333333,1.34300702310176,1.34300702310176,4.02189111017954,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,111,13562,"54176","0.250332250443001",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"34","susceptible",5.33333333333333,4.02189111017954,1.34300702310176,4.02189111017954,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,111,40614,"54176","0.749667749556999",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"35","resistant",5.66666666666667,3.76857950679551,3.76857950679551,4.97383968067632,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,42,38056,"88283","0.431068269089179",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"36","susceptible",5.66666666666667,4.97383968067632,3.76857950679551,4.97383968067632,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,42,50227,"88283","0.568931730910821",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"37","resistant",6,6.5868939056656,6.5868939056656,5.76585930689427,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,1,66516,"124741","0.533232858482776",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"38","susceptible",6,5.76585930689427,6.5868939056656,5.76585930689427,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,1,58225,"124741","0.466767141517224",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"39","resistant",6.33333333333333,8.23054753856952,8.23054753856952,5.51848933611502,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,83114,"138841","0.598627206660857",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"40","susceptible",6.33333333333333,5.51848933611502,8.23054753856952,5.51848933611502,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,55727,"138841","0.401372793339143",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"41","resistant",6.66666666666667,9.20160836061169,9.20160836061169,4.85956228024427,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,92920,"141993","0.654398456261928",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"42","susceptible",6.66666666666667,4.85956228024427,9.20160836061169,4.85956228024427,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,49073,"141993","0.345601543738072",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"43","resistant",7,9.64485415292872,9.64485415292872,4.12220567399035,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,97396,"139023","0.700574725045496",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"44","susceptible",7,4.12220567399035,9.64485415292872,4.12220567399035,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,41627,"139023","0.299425274954504",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"45","resistant",7.33333333333333,9.74239595485728,9.74239595485728,3.40376326486166,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,98381,"132753","0.741083064036218",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"46","susceptible",7.33333333333333,3.40376326486166,9.74239595485728,3.40376326486166,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,34372,"132753","0.258916935963782",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"47","resistant",7.66666666666667,9.61821583341726,9.61821583341726,2.77088036524188,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,97127,"125108","0.776345237714615",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"48","susceptible",7.66666666666667,2.77088036524188,9.61821583341726,2.77088036524188,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,27981,"125108","0.223654762285385",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"49","resistant",8,9.39540461073779,9.39540461073779,2.17325115241051,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,94877,"116823","0.812143156741395",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"50","susceptible",8,2.17325115241051,9.39540461073779,2.17325115241051,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,21946,"116823","0.187856843258605",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"51","resistant",8.33333333333333,9.01603136892221,9.01603136892221,1.64533709547528,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,91046,"107661","0.845672992076982",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"52","susceptible",8.33333333333333,1.64533709547528,9.01603136892221,1.64533709547528,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,0,16615,"107661","0.154327007923018",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"53","resistant",8.66666666666667,8.53683869934623,8.53683869934623,1.2102115343848,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,1,86207,"98428","0.875838176128744",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"54","susceptible",8.66666666666667,1.2102115343848,8.53683869934623,1.2102115343848,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,1,12221,"98428","0.124161823871256",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"55","resistant",9,8.03417658098135,8.03417658098135,0.858169802551237,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,1,81131,"89797","0.903493435192712",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
"56","susceptible",9,0.858169802551237,8.03417658098135,0.858169802551237,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"9",10000,1,8666,"89797","0.0965065648072875",9.29889379382767,-1.37736165630994,0.483187605893751,"1","2","Simulated 100x Less Stringent"
